"SMS_Text","Label"
"<Reenviado desde 21870000>Hola: esta es la alerta SMS de mensajería de buzón. Tienes 40 coincidencias. Vuelva a llamar al 09056242159 para recuperar sus mensajes y coincidencias cc100p/min,,,","smishing"
"¿Cómo?,,,","legitimo"
"¡Jajaja! No, no estuvo tan mal, gracias. Es bueno estar en casa, pero ha sido una gran prueba de la realidad. ¿Cómo ha estado tu día? ¿Hiciste algo con el sitio web? ,,,","legitimo"
"Ok señor...,,,","legitimo"
"Vuelvo a casa a las 4 de la cena.,,,","legitimo"
"""TONO DE LLAMADA GRATIS simplemente envía un mensaje de texto con \POLYS\"""" al 87131. Luego, cada semana recibe un nuevo tono. 0870737910216 años solo �1,50/semana."""""",,,","smishing"
"Unni, gracias querida por la recarga..Rakhesh...","legitimo"
"Sé que me faltan la mayoría de los detalles de esta tormenta dramática en particular, pero en su mayor parte no estoy preocupado por eso...","legitimo"
"Jaja... No pueden qué... A lo sumo, lo pierden... jaja, ¿y cómo?...","legitimo"
"""¡Hola! Me alegro de que estés mejor ahora. He oído que te regalaste una cámara digital, ¿está bien? Salimos a las 9 p. m.. ¡Que tengas un año nuevo fabuloso, en un par de semanas!""","legitimo"
"¡De ninguna manera voy a volver allí!,,,","legitimo"
"""¡URGENTE! ¡Su teléfono móvil número 077xxx GANÓ un premio adicional de �2000 para llamadas el 06/02/03! ¡Este es el segundo intento de comunicarnos con USTED! ¡Llame al 09066362206 lo antes posible! BOX97N7QP, 150 ppm"",,,","smishing"
"YO LE LLAMARÉ SEÑOR. En reunión,,,","legitimo"
"""Eso es lo que me encanta escuchar :V, entonces nos vemos el domingo"",,,","legitimo"
"""Lo siento, da thangam, lo siento mucho, estoy retrasado con prasad"".","legitimo"
"Tiwary a rcb.batalla entre bang y kochi.,,,","legitimo"
"¡Gracias a Dios están en la cama!,,,","legitimo"
"No, no tengo cáncer. Las mamás le dan mucha importancia a un chequeo regular, también conocido como prueba de Papanicolaou...","legitimo"
"Estoy en la facultad de artes de gobi...","legitimo"
"¿Por qué quiere hablar conmigo?","legitimo"
"Pandy se unió a 4w technologies hoy. Consiguió trabajo..,,,","legitimo"
"""¡Tiene garantizado el último teléfono Nokia, un reproductor iPod MP3 de 40 GB o un premio de £ 500! Texto de palabra: RECOGER al número: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"",,,","smishing"
"""¡Pueden intentarlo! De hecho, pueden perderse. Je, je"",","legitimo"
"¡Hola! Acabas de hablar con MANEESHA V. Nos gustaría saber si estuviste satisfecho con la experiencia. Responda al número gratuito con Sí o No.,,,","legitimo"
"Mis amigos me llaman igual.,,,","legitimo"
"""Lo siento, te llamaré más tarde"",,,","legitimo"
"""Em, soy olowoyeye@usc.edu que la pases muy bien en argentina. No estoy triste por la secretaria, todo es una bendición"",,,","legitimo"
"""Es un mensaje de texto....tipos argh ok! Jajaja!"",,,","legitimo"
"""Quizás quieras sacar más por si acaso y planear no gastarlo si puedes, no tengo mucha confianza en la administración del dinero de Derek y Taylor"",","legitimo"
"¿Te gusta menear el culo en la pista de baile?,,,","legitimo"
"""Envíame un mensaje cuando bajes, no llames, mis teléfonos tienen problemas"",,,","legitimo"
"Ya no hay necesidad de tomar la droga.,,,","legitimo"
"Lo siento, da:)Pensé en llamarte muchas veces:)Estoy ocupado. Te llamaré al mediodía...,,,","legitimo"
"Es sarcasmo... no sarcasmo...""","legitimo"
"¡Excelente! ¡Tengo que correr ahora así que ttyl!,,,","legitimo"
"¿Tienes ganas de probar Kadeem de nuevo? :v,,,","legitimo"
"Todavía no, chikku... ¿qué hay de ti?","legitimo"
"De acuerdo...,,,","legitimo"
"¿Quieres finalmente almorzar hoy? ,,,","legitimo"
"¿Sabes cuando volverá papá?,,,","legitimo"
"""Hola cariño, ¿cómo estás hoy? Me encantaría conversar, ¿por qué no me cuentas cómo te ves y en qué te gusta lo sexy?""","smishing"
"8007 GRATIS durante la primera semana! No1 Nokia tono 4 tu mafia todas las semanas solo envía un mensaje de texto a NOKIA al 8007 Recibe mensajes de texto y cuéntaselo a tus compañeros www.getzed.co.uk POBox 36504 W4 5WQ norma 150p/tono 16+,,,","smishing"
"Él sigue siendo un hermano entre hermanos...","legitimo"
"¿Te reunirás con da ge por la noche?","legitimo"
"""* Fue un buen día y, sorprendentemente, fui sensato, me fui a casa temprano y ahora me siento bien. ¿O simplemente estoy aburrido? ¡¿Cuándo es el tuyo? No lo recuerdo.""","legitimo"
"¿Por qué? Sólo te ves bien :-)...,,,","legitimo"
"¿Quieres echar un polvo por 2 noches? ¿Quieres que se envíen ubicaciones reales de Dogging directamente a tu móvil? Únase a la red de dogging más grande del Reino Unido. ¡Envía PARQUE al 69696 ahora! Nueva York. ec2a. 3lp �1,50/mensaje,,,","smishing"
"Intentamos comunicarnos con usted para saber su respuesta a nuestra oferta de un nuevo teléfono Nokia y videocámara. Responda o llame al 08000930705 para la entrega.","smishing"
"Sí. Respondieron mi correo. Iré a la oficina de administración más tarde. Además, también llegará al banco más tarde o el miércoles.","legitimo"
"Súper mensaje da:)nalla timing.,,,","legitimo"
"""Buenas tardes, mi niño... ¿Cómo te sientes hoy? ¿Mejor, espero? ¿Estás siendo mi buen niño? ¿Eres mi esclavo obediente? ¿Agradas a tu Reina?"",,,","legitimo"
"Mido 6 pies. ¡Seremos una buena combinación! ,,,","legitimo"
"Estoy enfermado !! ¡¡Estoy necesitado!! Te deseo !! *hace pucheros* *pisa fuerte* ¡¿Dónde estás?! *hace pucheros* *pisa fuerte* ¡¡Quiero a mi esclavo!! ¡¡Lo quiero ya!!,,,","legitimo"
"* ¡Estoy en un tren de regreso desde Northampton, así que me temo que no!","legitimo"
"¿En qué parte de Abuja estás sirviendo? ¿Te quedas con papá o solo?,,,","legitimo"
"Estaba jugando al juego de 9 puertas y compitiendo por teléfono jajaja...","legitimo"
"""Los nuevos tonos de esta semana incluyen: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. Para ordenar, siga las instrucciones en el siguiente mensaje"",,,","smishing"
"Estoy en el autobús yendo a casa...,,,","legitimo"
"Recibí una llamada de un número de teléfono fijo. . . Me piden que vaya a Anna Nagar. . . Iré por la tarde,,,","legitimo"
"Estoy bien. Persiguiendo el sueño. ¿Qué es bueno? ¿Qué vas a hacer ahora?,,,","legitimo"
"Sí... he reservado espacios 4 para mis fines de semana liao... ,,,","legitimo"
"¡URGENTE! Estamos intentando comunicarnos con U. El sorteo de hoy muestra que usted ganó un premio de £800 GARANTIZADO. Llamar al 09050003091 desde teléfono fijo. Reclamación C52. Válido sólo 12 horas,,,","smishing"
"Bueno,,,","legitimo"
"Sí, conozco las canciones cursis de Frosty, el muñeco de nieve :),,,","legitimo"
"fanáticos de los deportes: obtenga las últimas noticias deportivas str* 2 ur mobile 1 semana GRATIS MÁS un TONO GRATIS Envíe SPORT ON al 8007 www.getzed.co.uk 0870141701216+ norma 4txt/120p ,,,","smishing"
"Hola, ¿te reunimos en bugis 930?","legitimo"
"""¡Urgente Urgente! Tenemos 800 vuelos GRATIS a Europa para regalar, llama a B4 el 10 de septiembre y llévate a un amigo 4 GRATIS. Llama ahora para reclamar al 09050000555. BA128NNFWFLY150ppm"",,,","smishing"
"¡Hola bollos sexys! ¿Qué hay de ese día? No tengo noticias tuyas esta mañana en MI... :-( ... Pienso en ti...","legitimo"
"Y cuando tú y yo nos veamos, todavía podemos conectarnos también...","legitimo"
"No, pero me voy a casa ahora y luego iré a cargar gasolina... Como que pronto lloverá...","legitimo"
"¿Puedes usar sellos extranjeros para lo que sea que los envíes? ,,,","legitimo"
"DESDE 88066 PERDIDO �12 AYUDA,,,","smishing"
"Oh bebe de la casa. ¿Cómo es que no tienes fotos nuevas en Facebook?","legitimo"
"""Hola, lo siento, no tenía señal. No lo he visto ni oído nada y tampoco lo he hecho, ¡lo cual es inusual en sí mismo! ¡Me ocuparé del caso y haré que él lo resuelva! Abrazos y besos"".","legitimo"
"""Omw, de regreso a Tampa desde West Palm, ¿escuchaste lo que pasó?""","legitimo"
"Sí, ya no más... Gracias por imprimirlo y entregarlo.,,,","legitimo"
"FreeMsg: ¿Te apetece coquetear? Responda DATE ahora y únase al servicio de citas móvil de más rápido crecimiento en el Reino Unido. Mensajes recibidos solo 25p para cancelar la parada de texto al 83021. ¡Responda la FECHA ahora! ,,,","smishing"
"What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,,,","legitimo"
"Ahora sólo tomo pastillas. Reacción solo por la mañana.,,,","legitimo"
"Gran NUEVA Oferta: DOBLE Minutos y DOBLE Texto con las mejores tarifas de Orange ¡Y obtenga los últimos teléfonos con cámara 4 GRATIS! ¡Llame a MobileUpd8 gratis al 08000839402 AHORA! o 2stoptxt Términos y condiciones,,,","smishing"
"""No, soy un DD perpetuo"",,,","legitimo"
"Lo siento, fui a comprar.,,,","legitimo"
"Espero que hayas disfrutado tu nuevo contenido. Envía un mensaje de texto al 61610 para cancelar la suscripción. ayuda: 08712400602450p Proporcionado por tonos2you.co.uk,,,","smishing"
"""Cuando tu adorable trasero se enoja contigo, no te lo tomes en serio... porque estar enojado es la forma más infantil y verdadera de mostrar afecto profundo, cuidado y amor!... kettoda manda... Que tengas un buen día, da.""","legitimo"
"Oye, ¿todavía quieres practicar yogasana? Porque si terminamos en el cine entonces podemos ir a bañarnos y tomar el baño de vapor...","legitimo"
"No, no estoy conduciendo... Nunca revelo las fotos lei...,,,","legitimo"
"Estoy pensando en ir a registrarme para recibir lecciones de práctica... Lancé mi avance... Jaja, ¿a qué hora vas?","legitimo"
"Okie.. Gracias..,,,","legitimo"
"¡Faltan 18 días para el inicio de la Eurocopa 2004! Se le mantendrá informado diariamente de las últimas novedades y resultados. Darse de baja enviar GET EURO STOP al 83222.,,,","smishing"
"¿Ir a dónde comprar? Juz comprar cuando lleguemos allí lar.,,,","legitimo"
"Ok señor...,,,","legitimo"
"Estoy trabajando en soporte técnico :)proceso de voz.,,,","legitimo"
"¡Ha pasado más de una semana desde que rompimos y ya se nos va a hacer papilla el cerebro!...","legitimo"
"""Tunde como estás. Esto solo es para desearte un gran día. Abiola."",,,","legitimo"
"No... C �_ entonces...,,,","legitimo"
"No. Pero haremos misiones médicas a Nigeria...","legitimo"
"No, no tengo ninguna película en mi computadora portátil...","legitimo"
"¿Qué hay ahí arriba? ¿No quieres dormir?","legitimo"
"Urgente Por favor llamar al 09066612661 desde teléfono fijo. �5000 en efectivo o unas vacaciones de lujo en las Islas Canarias de 4* esperan su recogida. Premio T&Cs SAE. 20M12AQ. 150 ppm. 16+ ���,,,","smishing"
"""¡Urgente! Llame al 09066612661 desde su teléfono fijo, sus vacaciones de cortesía en Lux Costa Del Sol 4* o £1000 en EFECTIVO en espera de cobro. ppm 150 SAE T&Cs James 28, EH74RR"",,,","smishing"
"No he lei.. ¿El próximo lunes puede?","legitimo"
"Tengo sueño. hoy mismo lo conseguiré querida...","legitimo"
"¿Cómo te atreves a ser estúpido? No te diré nada. Escucha después de que no hablaré contigo:-.,,,","legitimo"
"¿Noe si ben se va?,,,","legitimo"
"¿Puedes hacer una revista sobre este avo en algún momento?","legitimo"
"¿Quise decir medio izquierdo o derecho?","legitimo"
"¿En realidad? Me desplomé acurrucado en mi sofá...","legitimo"
"Hola, Chachi, intenté llamarte y ahora no puedo comunicarme contigo. Por favor, dame una llamada perdida una vez que hayas enviado el mensaje Kanagu.","legitimo"
"¿Estás tan ocupado...?","legitimo"
"Nada. Poder...,,,","legitimo"
"No te conozco y no me conoces. Manda CHAT al 86688 ya y ¡busquémonos! Sólo 150p/mensaje grabado. HG/Suite342/2Terrenos/Fila/W1J6HL LDN. 18 años o más.,,,","smishing"
"No, estoy trabajando en lo de llamarte, pero tengo la casa entera llena de mocosos gritando, así que ¡me estoy arrancando el pelo! Amarte,,,","legitimo"
"Pero mi familia no responde por nada. Ahora estoy en la habitación, no fui a casa para el Diwali, pero nadie me llamó y ¿por qué no viene? Me hace sentir como muerto.,,,","legitimo"
"""Tic, tic, tic... Nena"",,,","legitimo"
"R�_¿vamos 4 a la reunión de hoy?,,,","legitimo"
"K da:)¿cuántas páginas quieres?,,,","legitimo"
"Ya acababas de comer cebolla asada...","legitimo"
"Envía su número y responde mañana por la mañana por qué le dijiste eso así, ok...","legitimo"
"Dijiste que no ahora. Ningún problema. Cuando puedas. Hágamelo saber.,,,","legitimo"
"Ok, pero dime media hora b4, vienes, necesito 2 preparaciones.,,,","legitimo"
"¿Jugar con la computadora? Aiyah, ¿hablo de ti, señor?","legitimo"
"Sentado ¿verdad? Bueno gracias... ,,,","legitimo"
"""Derp. ¿Qué es peor, un tipo que siempre quiere salir de fiesta o un tipo que presenta una denuncia sobre los tres drogadictos con los que vive?"",,","legitimo"
"Ok, comida china en camino. Cuando engorde me pagas la lipo.,,,","legitimo"
"Ya estamos afuera.,,,","legitimo"
"Que tengas un buen viaje. Cuidado con. Recuerda que cuando regreses debemos decidir sobre Semana Santa.,,,","legitimo"
"Oye estamos viendo una peli en netflix,,,","legitimo"
"A qué hora. Estoy fuera hasta el problema 3 más o menos...","legitimo"
"""¿Puedo? Creo que algunos chocarán... Realmente ah, no me importa... No he visto que haya perdido peso... Gee...""...""","legitimo"
"No creo que sea una llamada equivocada entre nosotros...","legitimo"
"No estoy seguro del menú nocturno. . . Sólo sé lo del menú del mediodía,,,","legitimo"
"Cumpleaños de ARR hoy :) Le deseo más Oscar.,,,","legitimo"
"""Abre rebtel con Firefox. Cuando se cargue, simplemente coloca el signo más en el lugar del nombre de usuario y te mostrará dos números. El número inferior es mi número. Una vez que elijas ese número, el PIN se mostrará ¡OK!"",,,","legitimo"
"y recogiéndolos de varios puntos,,,","legitimo"
"¡Mujeres locales casadas que buscan acción discreta ahora! 5 coincidencias reales al instante en tu teléfono. Envía MATCH al 69969 Costo del mensaje 150p 2 paradas de texto parada BCMSFWC1N3XX,,,","smishing"
"Vaya, muy impresionado. ¡Diviértete comprando!,,,","legitimo"
"Estoy de camino a tu casa...","legitimo"
"Burger King: ¿Quieres jugar al fútbol en un estadio de primer nivel? Obtenga 2 Burger King antes del 1 de septiembre y elija Grande o Súper con Coca-Cola y salga ganador.","smishing"
"Ningún problema. Hablaré contigo más tarde,,,","legitimo"
"Entonces tu hermana, ¿cómo?","legitimo"
"Todavía en lugar del cliente,,,","legitimo"
"¿Cómo es que a un niño que le teme a la oscuridad le toma tan poco tiempo convertirse en un adolescente que quiere quedarse fuera toda la noche?...","smishing"
"""Amigo, también sé telugu... eso es bueno... buenas noches..."",,,","legitimo"
"¿Confirmamos comer en explanada?,,,","legitimo"
"Envíame tu id y contraseña,,,","legitimo"
"Un poco. Lo llevé al garaje. Es necesario reemplazar la parte central del escape. Pieza encargada y llevada a arreglar mañana por la mañana.","legitimo"
"""Para tener la oportunidad de ganar £250 en efectivo cada semana TXT: ACCIÓN al 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/semana."",,,","smishing"
"Bueno, puede que no venga entonces...,,,","legitimo"
"Mucho después de que lo dejé. Solo me paso unos 5 minutos al día...","legitimo"
"Entonces lo más probable es que se llame Mittelschmerz. Googlealo. Si no tienes paracetamol no te preocupes, se te pasará.,,,","legitimo"
"Bueno, en este momento tendré que levantarme y comprobar las ventas de Steam/pipí de hoy, así que envíame un mensaje de texto cuando quieras que vaya a buscarte...","legitimo"
"""K, ¿cuál es el incidente?""","legitimo"
"Sí, obtén lo ilimitado...","legitimo"
"Entonces creo que fue suficiente... Todavía tengo la conclusión y el contenido de la página y las referencias... Haré el contenido de la página y la portada...","legitimo"
"""Olvidé que me toma 3 años ducharme, lo siento. ¿Dónde estás/tu teléfono muerto todavía?""","legitimo"
"�� ya tienes qué comprar, dínoslo entonces �_ no es necesario que vuelvas a entrar.,,,","legitimo"
"Cuando seas grande..| Dios traerá el éxito.,,,","legitimo"
"U�۪ve Bin recibió �50 por jugar 4 Instant Cash. Llame al 08715203028 para reclamar. CADA noveno jugador gana un mínimo de �50-�500. Optar por no participar 08718727870,,,","smishing"
"""��_ Nos quedaremos aquí una semana más, volveremos el próximo miércoles. ¿Cómo nos fue en el rugby este fin de semana? Hola a y, próximamente \""""","legitimo"
"Bueno, todavía queda un poco si quieren esta noche...","ham"""""""
"No de este campus. ¿Estás en la biblioteca?,,,","legitimo"
"Si llego antes que tú después de tus diez mil millones de llamadas y mensajes de texto, ayúdame, Dios...","legitimo"
"La pureza de la amistad entre dos no se trata de sonreír después de leer el mensaje reenviado. Se trata de sonreír con solo ver el nombre. Gud evng musthu...","legitimo"
"Le he dicho que lo he devuelto. Eso debería volver a pedirlo.,,,","legitimo"
"Depende de a donde vayas.,,,","legitimo"
"Y sonríe para mí ahora mismo mientras avanzas y el mundo se preguntará por qué estás sonriendo y pensará que estás loco y se mantendrá alejado de ti... *sonríe*...","legitimo"
"Mensaje Gratis>TONOS FAVORITOS DE NAVIDAD!Responder REAL,,,","smishing"
"Fiebre Lil :) ahora bien :),,,","legitimo"
"Creo que todavía está todo en mi auto...","legitimo"
"¿No se puede?,,,","legitimo"
"¡Solo diciembre! ¿Tuviste tu móvil hace más de 11 meses? ¡Tienes derecho a actualizar a la última versión móvil con cámara en color de forma gratuita! Llame GRATIS a The Mobile Update Co al 08002986906,,,","smishing"
"¡Sí princesa! Quiero atraparte con mis manos grandes y fuertes...,,,","legitimo"
"Ah, sí, lo olvidé. Solo puedes llevar 2 a comprar a la vez.,,,","legitimo"
"Mm entonces me pediste que no llamara a la radio...","legitimo"
"Pensar en alguien está bien. No hay drogas para eso,,,","legitimo"
"""Disfruta de las lluvias de posesividad que derraman sobre ti tus seres queridos, porque en este mundo de mentiras, ser amado de verdad es un regalo de oro...""","legitimo"
"""Está bien, si estás seguro, avísame cuando te vayas"",","legitimo"
"Algunos duran hasta 2 horas. Puede que tengas suerte.,,,","legitimo"
"Genio que onda. Cómo tu hermano. Por favor envía su número a mi skype.,,,","legitimo"
"""Gr8 Poly tonos 4 TODOS los mobs dirigen 2u rply con POLY TITLE a 8007, por ejemplo, POLY BREATHE1 Títulos: CRAZYIN, SLEEPINGWITH, FINEST, YMCA: getzed.co.uk POBox365O4W45WQ 300p"",,,","smishing"
"Creo que algunos de ellos consideran que WTC está demasiado lejos... Weiyi no irá... E resto, todavía no lo sé... Voy a ir a cenar a las 4, y tal vez pueda unirme...","legitimo"
"No olvides de quién eres y de quién eres propiedad privada... Y sé mi buen chico siempre... *beso apasionado*,,,","legitimo"
"INTERFLORA - ��No es demasiado tarde para pedir flores de Interflora para Navidad, llame al 0800 505060 para hacer su pedido antes de la medianoche de mañana.,,,","smishing"
"Oh Dios... ¿te quitaron los dientes? ¿Te duele?","legitimo"
"ROMCAPspam Todos los que nos rodean deberían responder bien a tu presencia ya que eres muy cálido y extrovertido. Estás trayendo un verdadero soplo de sol.,,,","smishing"
"Entonces le pides a Darren que te recoja... Pero yo oso sian tmr tiene 2 reuniones con lect...,,,","legitimo"
"No es necesario que me compres el almuerzo... Yo como maggi mee...","legitimo"
"""Felicitaciones. Gracias a un buen amigo, has GANADO el premio de Navidad de �2000. 2 reclamos es fácil, ¡simplemente llama al 08712103738 AHORA! Solo 10 peniques por minuto. Tarifa nacional de BT"",,,","smishing"
"Ok señor...,,,","legitimo"
"""Oh, claro, está bien. ¡Me aseguraré de trabajar mucho durante el día! ¡Hoy tuve una tos muy desagradable y estoy seco y listo, así que eso debería ayudar mucho!""...","legitimo"
"Esposa. ¿Cómo supo exactamente la hora del asesinato?","legitimo"
"Envía un logo 2 ur lover - 2 nombres unidos por un corazón. Txt AMOR NOMBRE1 NOMBRE2 MOBNO, por ejemplo, AMOR ADAM EVE 07123456789 al 87077 Yahoo! POBox36504W45WQ TxtNO 4 sin anuncios 150p.,,,","smishing"
"¿Cómo es la historia de esa persona?","legitimo"
"Gracias por enviarme a casa...,,,","legitimo"
"Su correo normalmente caliente. ¡Com ya ves!,,,","legitimo"
"""Has ganado boletos para la FINAL DE LA COPA EURO2004 o �800 EN EFECTIVO, para cobrar LLAMA 09058099801 b4190604, POBOX 7876150ppm"",,,","smishing"
"¿Estás enfermo todavía puedes ir de compras?","legitimo"
"""Sí, están muy bien. BBD (pooja) tiene granos llenos... incluso ella se vuelve bastante negra... y tu rito aquí hace demasiado frío, usa un suéter..."",,,","legitimo"
"Bien, bien, ¿cómo funciona?","legitimo"
"Llegué a casa, llámame.,,,","legitimo"
"Estamos tratando de encontrar un lugar de comida china por aquí...","legitimo"
"""Tranquilo amigo, * supongo que el trago rápido fue un poco ambicioso"".","legitimo"
"BEBÉ!!! ¡Te miiiiiisssssssss! Te necesito !!! ¡¡¡Te anhelo!!! :-(... Geeee... Estoy tan triste sin ti nena... Te amo...,,,","legitimo"
"Ok gracias...,,,","legitimo"
"aathi..dónde estás querida..,,,","legitimo"
"""Tunji, ¿cómo está la reina? ¿Cómo estás? Esto solo es para desearte un gran día. Abiola."",,,","legitimo"
"Estará fuera de clase en unas horas. Lo siento,,,","legitimo"
"¿A qué hora terminas tu izquierda hoy?","legitimo"
"""Mensaje gratuito: ¡Jamster! ¡Obtén el sonido de la rana loca ahora! Para texto poli MAD1, para texto real MAD2 a 88888. ¡6 sonidos locos por solo 3 GBP/semana! ¡Solo 16+! Se aplican términos y condiciones"",,,","smishing"
"""Triste historia de un hombre. La semana pasada fue mi cumpleaños. Mi esposa no me deseó. Mis padres se olvidaron y mis hijos también. Fui a trabajar. Incluso mis colegas no quisieron. Cuando entré a mi cabaña, mi asistente personal dijo: ""¡¡Feliz cumpleaños jefe!!"". ''OK'', me senté en un estado de ánimo sexy. Ella salió 5 minutos después con un pastel... y mi esposa, mis padres, mis hijos, mis amigos y mis colegas. ¡¡SORPRESA!! y yo estaba esperando en el sofá.. ... ..... '¡DESNUDO...!","legitimo"
"""TU OPORTUNIDAD DE ESTAR EN UN REALITY FANTASY SHOW llama ahora = 08707509020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada nacional = tarifa"",,,","smishing"
"Ella está bien. Es bueno saber de usted. ¿Cómo estás querida? Feliz año nuevo oh.,,,","legitimo"
"¿Vas a ir a la entrevista de wipro hoy?","legitimo"
"cuanto mides princesa?,,,","legitimo"
"Dudo que puedas soportar 5 veces por noche en cualquier caso...","legitimo"
"Jaja... Espero que �_ pueda escuchar el sonido del recibo... ¡Dios mío!,,,","legitimo"
"Vas a ser la muerte si yo. Voy a dejar una nota que dice que todo es culpa del robo. vengame.,,,","legitimo"
"""Proverbio japonés: Si uno puede hacerlo, tú también puedes hacerlo, si nadie puede hacerlo, debes hacerlo. Versión india: Si uno puede hacerlo, QUE LO HAGA... Si nadie puede hacerlo, ¡¡DÉJALO!! Y finalmente la versión de Kerala: Si uno puede hacerlo, evita que lo haga... Si nadie puede hacerlo, haz un ataque contra ello..."",,","legitimo"
"Hoy no estoy trabajando pero no estoy libre oso... Vaya... ¿Estás trabajando en la tienda de tus amigos? ,,,","legitimo"
"En la vida, cuando enfrentas opciones Simplemente lanza una moneda, no porque resuelva la pregunta, pero mientras la moneda esté en el aire, sabrás lo que tu corazón espera. Gudni8,,,","legitimo"
"Quiero estar ahí para poder besarte y sentirte a mi lado,,,","legitimo"
"No estoy nada contento con lo que dices o haces...","legitimo"
"Contenido para adultos 18 Tu vídeo estará contigo en breve,,,","smishing"
"""Ok, eso sería encantador, si estás seguro. Piensa en lo que quieres hacer, beber, bailar, comer, ir al cine, entrar, salir, sobre... ¡Depende de ti! ¿Qué pasa?""","legitimo"
"Lo que quiero decir es que si no le has dicho explícitamente a Nora que conozco a alguien a quien probablemente no voy a molestar...","legitimo"
"Él te dice hola y que te lleve de regreso al sur de Tampa (preferiblemente en un barril de cerveza),,,","legitimo"
"Smith desperdicia da. Quiero gayle.","legitimo"
"""Mamá, te he enviado muchos mensajes desde que llegué aquí. Sólo quiero saber si realmente los estás recibiendo. Disfruta el resto de tu día"".","legitimo"
"""TU OPORTUNIDAD DE ESTAR EN UN REALITY FANTASY SHOW llama ahora = 08707509020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada nacional = tarifa."",,,","smishing"
"De hecho, lo hice por primera vez en mucho tiempo. Me fui a la cama poco después de hablar contigo. Me desperté a las 7. ¿Cómo estuvo tu noche?,,,","legitimo"
"¡Nos vemos allí! ,,,","legitimo"
"No entiendo tu mensaje.,,,","legitimo"
"Crucificar es c no s. Deberías habérmelo dicho antes.,,,","legitimo"
"""No sé. Sigues diciendo que no, pero desde que se mudó, seguimos chocando entre libertad y responsabilidad. Y estoy cansado. Tengo tantas otras cosas con las que lidiar que apenas puedo mantenerme unido una vez que esto se suma a esto"".","legitimo"
"Que se joda Cedar Key y que se la folle (ven de todos modos aunque),,,","legitimo"
"Las cinco y veinte dijo: ¿Este tren ya habrá llegado a Durham o no? Porque estoy en un asiento reservado.","legitimo"
"""Hola chicos. ¿Quieres fotos XXX calientes enviadas directamente a tu teléfono? Envía PORN al 69855, las 24 horas gratis y luego solo 50 peniques por día. Para detener el texto, envía STOPBCM SF WC1N3XX"",,,","smishing"
"¿Sigues pintando tu pared?,,,","legitimo"
"""¡Última oportunidad! ¡Reclame hoy sus vales de descuento por valor de �150! Envíe SHOP al 85023 ahora. ¡SavaMob, ofertas móviles! T Cs SavaMob POBOX84, M263UZ. �3.00 Sub. 16"",,,","smishing"
"La impresora es genial. Me refiero a maravilloso. El vino está de moda...","legitimo"
"Hola, el alquiler de Harish ha sido transferido a tu tía....","legitimo"
"¿Algo por qué viene?","legitimo"
"Cbe es realmente bueno hoy en día:)muchas tiendas y salas de exposición:)la ciudad está tomando buena forma.,,,","legitimo"
"�� ¿sigues asistiendo a las charlas?","legitimo"
"¡No hay problemas! ¿Cómo estás en el mes?,,,","legitimo"
"K yo me encargo,,,","legitimo"
"Supongo que no tuvimos la llamada telefónica el viernes. ¿Podemos asumir que no lo tendremos este año ahora?...","legitimo"
"Mi batería está baja nena,,,","legitimo"
"Shuhui ha comprado el regalo de Ron, es un reloj Swatch...","legitimo"
"""Sí, queda bastante, pasaré mañana cuando me levante"",","legitimo"
"¿Bebé? Dijiste 2 horas y ya han pasado casi 4... ¿Se te ha caído el internet?,,,","legitimo"
"K Me aseguraré de levantarme antes del mediodía y ver qué pasa...","legitimo"
"K...k...ayer estuve en cbe.,,,","legitimo"
"Fui a la tienda de ropa de Ganesh...","legitimo"
"""pdate_Now - Doble minutos y 1000 txts con tarifas Orange. ¡Lo último en Motorola, SonyEricsson, Nokia y Bluetooth GRATIS! Llame a MobileUpd8 al 08000839402 o call2optout/!YHL"",,,","smishing"
"�� recoger su computadora portátil y luego configurar los ajustes izzit?,,,","legitimo"
"Si estás en casa, baja en 5 minutos...","legitimo"
"""Bien, debería estar allí a las 8 a más tardar, probablemente más cerca de las 7. ¿Están jay y tyler caídos o deberíamos hacer dos viajes?""","legitimo"
"Su saldo de efectivo es actualmente de 500 libras; para maximizar su ingreso de efectivo, ahora envíe EFECTIVO al 86688 solo 150 peniques/mensaje. CC: 08718720201 APARTADO DE CORREOS 114/14 TCR/W1,,,","smishing"
"""Bill, como en: ¿Hay alguna letra para mí? Estoy esperando una de color naranja que no sea un billete pero que aún pueda decir naranja"".","legitimo"
"Dime papá. Como es el dolor de.,,,","legitimo"
"HOLA DARLIN ESPERO QUE HAYAS PASADO UNA BUENA NOCHE Desearía haber venido NO PUEDO ESPERAR PARA VERTE AMO FRAN PD: QUIERO SEXO ANAL SUCIO Y QUIERO UN GANG BANG DE 10 HOMBRES...","legitimo"
"""Ja. Tú tampoco lo sabes. El otro día hice algo inteligente pero simple con peras, perfecto para Navidad"".","legitimo"
